id,x,y
a4768fd6cd674a309d451bf2a8e078f7, 23.555, -34.316
408c1a12a1a146bf8baca16ccd480057, -57.197, -64.752
8b90de278077475ea882d0b56059475b, 160.84, -70.21
e4cbe3b114004a82a774959ee34725ec, -53.123, 0.94707
83ae57d1b5f04594b3831a286c4608df, -88.422, -30.643
8bddfe52e52048aca849684cdd9c37b8, 44.157, 22.483
87b3de6c2d0d4caeb385163e267a6d16, 96.005, -51.147
1ab32fa03b7b41bda92d2986adb7c43b, 120.18, -2.9948
2759f59bffb04bee970f237e6a796e07, 163.02, -84.636
cc53cfc42d164792b45a7fe1a620e1ae, 41.922, 10.414
cd1e48794a834be6be677ec439ff6df0, 26.905, -29.593
70e93c0722954f9fb64c928a818c6bcf, -129.77, -65.729
3e3c88cf78fa4aaa80a96f9e29c30a30, -74.38, 50.664
e0382665cf0d406bab3b7b5de6e87a2e, 8.1385, 30.496
9533b7423bd94923814c1f9ade7f4ef1, 62.005, 57.571
c67f651cd02d4ff584eae7e6a0d3601b, 47.439, 58.936
6b09babfb0b64bcd84eb20f9486ae8ca, -27.015, -66.497
d490cca8cb3845cc9962e3523ffbd251, 162.78, -19.067
d4c64fbbb4c842dc8b5adb218bc5269a, -157.27, 39.037
13038bbde9af45aeb5d292dda6c67002, -179.17, -23.316
f2567f28df824cc9be87fce329ea5342, -154.38, -64.814
de395b41123e4ad7aee922e419f3ccd1, -33.082, 4.6971
2a8a383061e64515803f2d8507172088, 76.823, 46.434
3ed5bb9256eb4214be28e9ebf24ff2ee, -31.138, -69.131
2463a62c385c4044a015e7cf058a0c8a, 145.15, 44.761
3d4f0f20db0443cda485c18b64c2a66b, 86.919, -36.575
bd9d23673bf94527b223b77592d54a67, -129.69, -40.913
913fe0dd558f4317aea8d2f4a7f2ad03, 54.414, -72.211
86d1fa8b3ff0429689f2bd8ebe02704f, 104.97, -14.964
9d98546645fb4bd5aebb6f092e4125e2, 3.711, 70.281
5364d0a89d294f71909fc4df4fcaaaf5, 58.018, 86.711
1e2fedc77bf7467194caf6e7c31326da, 13.686, 40.863
22d3c4422ab7420c807086d2b1e345f1, -58.821, -81.963
85c67d5aaa964dff8b2f78c91fc2bc42, 137.3, 2.1157
8715055632e143bcae67d584f3a23748, 154.88, 68.984
2464cd99375545b3bb43a788fb9e4b35, -22.662, -39.249
d4debb9c8713417892105c99cd87eec2, -80.378, -9.6446
11029061220e48b8bccd9e95f5fe12ba, 83.557, 47.676
1573901974c740e9941d916f3afef9a5, -134.65, -17.407
94139daae0c44d9289a5a5e11ca3ac47, -21.709, 65.263
d6c65f15cf1642b996f3c9c68f40d8b2, 96.214, -64.831
30f611cfea814be19beee3e04bf51c9d, -78.058, -88.666
3c7941b102dc45ec8078a9481bad1369, 0.71718, 30.908
97d01cb3caed4fcc8823e207309df110, 154.17, 23.509
4f518f530b7c46da8b7963268f01ea9e, 66.316, -80.098
8d6edff9381f484e94e5bb45037a0dd4, -66.302, -35.905
ace27ac0cbd948b7b334bf2d5f043d3f, 60.476, 42.152
4019fd9b0749448aadd46ea783f905d7, 102.86, 28.304
dce4475485d84b0989c007d1e363c779, -39.436, -85.541
9253e52c412f41349370254981d15d1c, -158.82, -59.245
60410f74326446eab4518c00f150b3da, -172.9, 61.488
572dcd1021d94f79880ac0b6a4319964, 60.133, -33.865
751144fed1a8420e8b701e2eae64cb34, 119.13, -39.393
e68283f01cbf413aad61d0364171dc46, -107.25, -58.339
b4517ab566224fd093242553ad3fd3e9, -130.13, 66.696
7ed5f4b2565142498b8c6997391f072b, 137.44, -53.395
a2cac8ca21854f438ff24f4339893dd0, -8.3083, 20.301
6dbb8b637ccf406580389715e540d778, -76.345, 22.798
823c1c8caf37479ead9f96883ff397ee, 16.383, -58.641
7a33538e35234098a94a67cf1179f1b7, -170.78, 27.29
85b3a1ffee8545ae8cb89648527e003f, 154.63, 65.736
c6989598bc7246aa8c4511b5e9008f59, 122.24, -86.519
14c4f30ac7a340818eee7fab52b13c65, -169.75, -49.693
7e4bc23e62f0444ea2d5e9001714c566, 42.939, -54.086
6169fe3c1bd24dada3f9521d5cb3300e, -165.42, -31.977
57483d0a98384c27bf702ee8299e949a, -142.78, 36.61
74ffe499e70b4a95a5679c5ff459cbc3, -40.844, 86.201
0a03a265b53f455b8a71afc7e5420c48, -0.16299, -8.6096
a046db42096a4a0ea548c956d77ce044, 25.253, 4.5083
c7d400e7cce54080aa33364dc8a4ac86, 170.42, 25.891
4a0e8fde9feb47169991a1d135ee0157, 21.033, 87.767
9eab71353b44416799d8103294d9e107, -143.34, 49.294
25cc39569f61401f973845ec6f9214c1, 160.73, 8.1806
7a13f6227a6e4b63bc1d6ff5e7dac96f, -137.78, 3.5268
ac677a1c1c1c4722b517d548cb6a766d, 2.2309, 10.248
725827a7aad441c9a7e44126e4113277, -131.43, 58.953
3f1459b1971a4f8aa8bdaa7e68f53418, -72.788, 59.539
7f75747f3f4543bb9339ade30ca42493, 158.93, -87.981
17d5cd8d9de649f0b8a966edaa4a832c, -119.94, 38.379
0040013b407642b8b049746897ecc3c5, 34.653, 40.134
cf50ae2de32b46d38217d9f2440f129b, -16.744, -79.798
b72ad282baf4403c802edb2ff1a76600, -176.79, 26.568
119f6c5ad280402b940798f0d6cf6202, -167.81, -34.283
e75b3c14c713462391e118089f20860b, 30.356, 39.544
f6683f3b1c554498bc4fc4e140e6917e, -40.197, 20.3
88dfc50d60e745d3ad6dc5959b68f481, -128.6, -63.607
aa9db47628a54dc79a464036a879f1aa, 47.932, -81.108
be3e0dbf37e14715ab0eb488ea5fa7a4, 67.54, 50.608
c7173b7460a243d58af02624d6574c1d, 147.24, -14.684
5dffd6f6f48845a2a362e931034b0ccb, -39.655, 3.503
9db09d9c29e747dbb263f8519ac4d5bf, 92.114, 23.666
d203acf8c3354640a3d2392afa19cf9a, -125.27, -80.986
149f2f548af14122bb0bc938dbd52c02, -47.779, 76.133
e78a07dad66e4c1fa0441f796721dace, 148.52, 69.042
443dfef27b03455fb4d4c5ec94b8f49d, 147.01, 41.173
935db99b5cfb469bb5f84b9f5bd7832e, 161.11, -37.095
7f74ac13f7f540cb9532427436758276, -6.6752, 17.928
bf58e12953ce4517be15931851b05504, 40.634, 52.379
bb5b6fb9a3a34cbd850525c3a46c53b3, 135.45, -82.571
ff821172b226486585e9437895d11c98, -161.86, -43.565
20619b66d1824388bacf2013242ab9e6, 170.58, 14.352
a6b29fa65a7940628238431e2b1f0e35, 120.08, -75.717
176d7072045148d8ad47f23d2351e301, 0.17258, -58.15
d4cb15f5e24b44f28afd369518e0bfac, -132.98, 20.803
54b5079ddad54584978240da69289d86, 146.95, -19.544
5edba76c0943461fa69db2bd884257b5, -152.73, -80.507
d47fb26322e4452da1371a2e4a0b7ddf, 4.2122, -89.077
19b5f6ca76b34ef39945e46702cda18a, -24.855, -5.5575
908d23e6ec1a41aa8507d59ecda20087, -112.06, 74.399
295db3ed025f4894a3d51f5d5415e6ef, 75.271, 46.407
f2ea649a70e94366a7532bf4b108758b, 25.725, 76.042
d2c5d56c562e445a904d034a310a1b7a, 18.133, -45.362
cffa7eaf81234588bca6f6a74071935f, 87.73, 65.843
971a3fd1f4154cd795efd32fcdbeef5b, 135.22, 8.0155
caaec10bf07a4914b0b4cfd382b08270, 48.4, -42.166
8efd0a6df31a43f7a007542be57a2868, 160.75, 2.8255
9460107fe9e0475a942091a9573e80d8, -40.791, -30.012
32b480b0ecbe49d0ae0dc085f66f62ef, 66.06, 66.852
84b510c9089544d9abf86bc99933b7e7, -159.16, 26.268
f318799cfcb24980ba816a2aba65c628, 119.36, -21.347
331cea7c2fa84e3b895316830062776b, -167.74, -0.014379
dee9668ef22c4d6e8e3f855913f70b6f, 129.78, -47.813
5534d4ca0e634ea596ffef00167a25da, 39.461, 6.1491
acf5c83d98e9468384d0fc972bd85b1e, 166.22, -25.263
6848b4dcbc814e4cb59c6025b673d705, -140.47, -23.995
7b20dbc4db534336bcc4d4216ba07715, 122.28, 51.943
7bab74c7deec486486b4ffdf8e3d31a7, -120.96, 76.527
09c368c749034efbab7a988273b0e4b0, -104.78, -78.331
d694f93a32b642359de4a0a5ce9a4958, 148.77, 83.483
109f656b81b14e4a980eb5b76b476d2e, 15.533, 63.432
716564f65c064bada8b3066a6ee070e4, -88.658, 49.805
4e948a692ccd46c9a90cc702533686bd, 142.25, -60.937
0b34520d2dc148df9100123fdc29ddf7, -88.443, 30.043
1b21b8fe1c1c43db92de80c3e3c70840, -85.586, -53.931
6805810d8437400986100a1edadfa0f5, -173.63, 82.569
0adea16d7ebc4feda5da73e188a24f97, 131.12, -64.013
e8616f135ce74682ada4aa67099b8c49, 12.899, 15.889
cf9fd64d69454c32891eed62a8ef9cea, -59.195, 70.29
3238907875824088bbb18b15977e8b9b, 93.017, 39.008
2048b75110984d20834c4f760e3471a5, 114.64, -33.547
54f66733d5ed4d49911a9321cba55e55, -165.06, -31.077
8d12465c51704556a0f0b0107f697f32, 64.155, 22.08
ba0024067a7049958d826e5909fde928, -50.295, -45.157
3855bb65cb3148bf9a4e6701027c8297, -124.84, -43.142
6f4929e1a0564ba19bce170285070a46, -16.205, -69.694
8fb789397eef46559ed1180e0fa6ccc3, -147.73, 0.46296
0eda0b9a06f0406596efa5082bac6749, 66.822, -79.72
6e8638eaf1ab4d2cb9dd3d664ac2a65b, -49.948, -31.485
3e7e6bf671114be5a3058dfb32a7309d, -77.239, 80.292
22ff30a9514846d6bd60a0187c2f329d, -153.04, -38.843
15ce48d374ff432b9e94cdbdd1f84d52, -60.611, 45.798
60c7609186d243ad8d0cbf032a5bce7c, 110.9, 84.054
9cb975248d1c4538a73e0bf9d8386c8a, 173.82, 51.096
e8a2d942271741e686247429411922a8, 36.291, -61.847
0adb84b1922c49bfa94eaa7233947d1d, 46.415, 43.09
5d62ac7434f54436ba44979bffe932a5, -104.42, 3.1542
4e2170535f864860aad9eede9cdc2e1e, 2.93, -39.404
a7f674cd40a142d69aa344c348fffd19, -4.8117, 46.03
d3ccd4d89a894c19ba48ae2234817f59, 161.82, 78.135
5e7f6850be11487c94d2f886fdfe4146, 61.32, 55.84
62b2d6f9f1534bf8abc0dc92b3116287, -8.4166, -58.903
2077f077ddd44fceb1a6d3834f930f7f, -163.64, 24.086
a8ee64a105f44c959884b55a0d9fdd2f, 32.609, -18.277
2ff50c9414ce41d688a321805f4451a5, 91.649, -50.538
37d162b231dc43a1bd7f58824a42dca6, -76.949, 31.098
ec5680e59b344298b985559884b9eea0, 49.056, 6.2445
7163c206115a49e0af8a7bffdc1ef51f, -12.208, 54.333
036b0f65c4da4133b2bb7ffdae9a3bbd, 125.55, 33.519
38bff9d8b7a94e9c9f0616e4f42d5bfb, 4.2748, 19.044
b71737c557fb48afb28903cb70043004, -119.77, -70.681
e4fbf5eb23dd41ef810443c966e69201, -37.566, -75.608
443b454fecea4b04896b01f9d0154327, -70.537, 11.195
3f16ac446b2d4e4686accde4cb3db86a, 153.29, 37.175
24a39e03baba4d3d9b0bb22f5f1c733c, -167.41, 20.459
4fca5ed995b4413491dc45a01225b9f5, -94.469, -57.504
8caf628671da4caf9bb6156790f09462, 118.02, 56.54
203870a130aa4743b6167612fc679024, -39.261, -48.421
81fae1f3fdf74e8789abed40482a2e4c, -140.03, 1.9446
38cd2feacb714f558430e696b6a19fe5, -22.188, -42.957
84eaff63a9a0454ab58441b131efa607, 48.89, -51.608
8804d627be27429687499f3bc57ae069, 79.454, -1.9103
b663d1254c754254add2523f63551fc1, -22.899, -81.859
c7803b54fd504829b9c104032033a1b0, -27.958, 69.968
5dd895e7db2240a8866cfb2c9bf9475d, 155.25, 73.539
69879bdd308e4953a40f11657753a058, -107.8, 1.3078
6431fc3e1dab406d993153e71b45ffb3, 67.342, 1.7638
11c4d0c830ab4bf58f66e6239bc2c738, -142.19, -56.542
43babed22f594d9798c806771361cb80, -157.63, -36.14
2b0aa7f19f4040c29eb7c836ee4adc43, 127.7, -30.773
74423a6bcd8f46169967976010e767e8, 29.73, 59.64
dc4692fd1cd346bbb5e7e63d836be064, -54.399, -19.226
d08a57aae5744a7f90e28c95f0f8712b, 160.82, -89.783
b3db2e15086740ccab29ead39fcfecd8, 2.3537, -37.308
69ecdea9a21f4bb4af62f80d94005757, -27.052, 85.196
928d2cdef2da4e118675453ff758a6cd, -164.47, 42.093
6d0dfe7a828d4c078cc0eb4a5375bcc8, -174.36, -38.478
4d4c748b79194a6895a2bdcf1a7ce462, 108.01, -84.864
a1825fa20f204d188715d648b91e6d26, -59.339, -0.99417
ad4fd2f481e04e9ab8c8e1e74b2c75ab, 73.132, -45.44
a7ae1a7da38c43b6af810d44f6bd2c8a, -101.0, 21.955
edfedde1d43c41c284de979f2c1f363e, -66.682, -72.413
c8fff0d0746347e8b53d998610f52c39, 134.66, 56.359
3a63005df433420a93c2be4e499cc894, -16.873, -34.887
ff90c700e0ff4b2db2cb27f6550bbd0a, -35.217, 22.045
b76cc34db41b48a3b913cba9b1d925b9, 52.577, 27.112
51b0cc0ccd4f484eab10015bac65d7a0, -152.58, 78.029
add0ee1d147a47ba83aba736eabd27aa, 0.70889, -19.516
bc26af2ce840436bb4841680a5cfb5fe, -158.44, 46.545
2c7e8a0dd9824c0e84601ed86613e2a3, 75.311, 55.867
6c1cf855881b4f7d9d642a35b8b61088, -79.475, -4.3945
cf2dd5815b7c4567b6b60dd62fef5d65, 5.3982, -52.169
e397661eefaf41e0816230f95de9369d, -177.8, 23.694
8c8fb0a1129c43758b7f10ffdc4d4080, -165.74, 14.437
0fda01a5535f416a996323647a59be31, -45.798, 68.295
988bf7410def4463849a0257fc1f3c00, -139.02, -74.764
226bea81ba11466dba05d64163d4f049, -39.271, -58.77
e43edf652a6e4785950f18bf549c84b1, 135.76, -3.6409
1ca7909e191146cfb6c56a66a2b4ce75, -6.7604, 57.266
ece86796ebaf41a385daf95c981ea75e, -154.86, 75.742
8c3ed538a41542a69a02e9c2b263af66, 78.124, 65.461
bc6d5b0a68504cafb37a2070509455b7, -15.759, 34.453
878bd3a5eb1342c4b328cf83ab6218de, -135.17, 22.07
c402ed0ed54f45a2a7be339a5098881e, 124.43, -25.736
d8643b3a72fe4bedb88eecee343fff07, -101.31, -25.093
0d27820efb7e4362b4cb225c92bd7dbe, 142.72, 87.0
6af2b1c2269f42489da51381496c9c94, -2.3915, 84.314
79b40769d6914c99954e971fedd745a4, 51.348, 52.836
d9be02f23f2445549f7ac03c1183d804, -125.1, -81.992
dd8aff80b4474266b9781676425781e8, -59.922, -3.8296
9e6c246bdab1427bbf3a3efb7a6afdcc, -162.49, 71.736
28834118d76a4816941cfdfcfe5f5721, 103.46, 23.525
5c7781b2e396411e9eb94a184fb54ad6, 81.139, -14.632
61ddc873d3034d21b792ffc03b194228, 35.982, 6.3278
7d9c621e84474d37a79720c2bddb8713, -161.25, 70.931
af3f803739ad4c51ac331efa59c177fa, -158.6, 23.774
66efa07f910f49f1ae24d55b48e6a233, -42.635, -42.418
57d87b3b8e8548e3a1fbf04636c52568, -164.88, -83.992
